the_geom,company,boro,building,street,cb,installati,active,payphones_,x_coordina,y_coordina,curbside,wifi,advertisin,electrifie,zoning,distrct_co
POINT (-73.8957574383197 40.74026416818301),CityBridge LLC,QU,69-01,QUEENS BOULEVARD,2,1342,Y,1,1013137,208992,YES,N,Y,N,C2-2/R5,26
POINT (-74.00263427548539 40.73961963764459),CityBridge LLC,MN,77,8 AVENUE,2,14550,Y,2,983520,208740,YES,N,Y,N,C6-2M,3
POINT (-73.9973008530598 40.73756381680628),CityBridge LLC,MN,103,WEST 14 STREET,4,14552,Y,1,984998,207991,YES,N,Y,N,C6-2A,3
POINT (-74.00638284292073 40.73164049317899),CityBridge LLC,MN,87,BARROW STREET,2,4100,Y,1,982481,205833,YES,N,Y,N,C6-1,3
POINT (-74.00468381206872 40.73753905041626),CityBridge LLC,MN,306,WEST 12 STREET,2,10357,Y,2,982952,207982,YES,N,Y,Y,C1-6,3
POINT (-73.99459384309708 40.7455262441408),CityBridge LLC,MN,267,7 AVENUE,4,14575,Y,1,985748,210892,YES,N,Y,N,M1-6,3
POINT (-73.98494743828206 40.74451257477188),CityBridge LLC,MN,25,EAST 29 STREET,5,14584,Y,1,988421,210523,YES,N,Y,N,C5-2,2
POINT (-73.98264483139442 40.731246862287946),CityBridge LLC,MN,237,1 AVENUE,3,14587,Y,1,989060,205690,YES,N,Y,N,C1-7A,2
POINT (-73.9805502201405 40.737715912148374),CityBridge LLC,MN,300,EAST 23 STREET,6,14588,Y,1,989640,208047,YES,N,Y,N,C1-9A/TA,2
POINT (-73.84380847018826 40.72138735998267),CityBridge LLC,QU,108-01,QUEENS BOULEVARD,6,13716,Y,1,1027545,202136,YES,N,Y,N,C1-2/R7-1,29
POINT (-73.97040701892294 40.7614722908554),CityBridge LLC,MN,101,EAST 57 STREET,5,10358,Y,2,992448,216703,YES,N,Y,Y,C5-3/MID,4
POINT (-73.88368694028597 40.73797720881213),CityBridge LLC,QU,80-03,QUEENS BOULEVARD,4,13802,Y,2,1016483,208163,YES,N,Y,N,C2-3/R6,25
POINT (-73.9802661653133 40.734284922350696),CityBridge LLC,MN,322,1 AVENUE,6,10029,Y,2,989719,206797,YES,N,Y,N,C1-5/R7-2,4
POINT (-73.91273815064336 40.600901254450775),CityBridge LLC,BK,2875,FLATBUSH AVENUE,18,8813,Y,1,1008482,158213,YES,N,N,N,PARK,46
POINT (-73.894664370927 40.740043593337575),CityBridge LLC,QU,69-30,QUEENS BOULEVARD,2,1343,Y,1,1013440,208912,YES,N,Y,N,M1-1,30
POINT (-73.83160791099384 40.76406483455236),CityBridge LLC,QU,35-27,FARRINGTON STREET,7,2090,Y,1,1030897,217691,YES,N,Y,N,C2-2/R6,20
POINT (-73.99223171792895 40.730816981570115),CityBridge LLC,MN,761,BROADWAY,2,12939,Y,1,986403,205533,YES,N,Y,N,C6-2,2
POINT (-73.91601699643633 40.76262023075254),CityBridge LLC,QU,30-49,STEINWAY STREET,1,2092,Y,1,1007515,217131,YES,N,Y,N,C4-2A,22
POINT (-73.9931294464282 40.73754168547005),CityBridge LLC,MN,1,WEST 16 STREET,5,15465,Y,1,986154,207983,YES,N,Y,N,C6-4M,3
POINT (-73.99227409950419 40.73871638525053),CityBridge LLC,MN,1,WEST 18 STREET,5,15471,Y,1,986391,208411,YES,N,Y,N,C6-4M,3
POINT (-73.99655811804321 40.725698222138284),CityBridge LLC,MN,611,BROADWAY,2,15483,Y,1,985204,203668,YES,N,Y,N,C6-2,1
POINT (-74.00248193553425 40.71871009219539),CityBridge LLC,MN,401,BROADWAY,1,10024,Y,2,983562,201122,YES,N,Y,N,M1-5/TMU,1
POINT (-73.96679376437471 40.76119957645099),CityBridge LLC,MN,980,3 AVENUE,6,10025,Y,2,993449,216604,YES,N,Y,Y,C5-2,4
POINT (-73.83234726296382 40.762902139971345),CityBridge LLC,QU,135-25,NORTHERN BOULEVARD,7,13798,Y,2,1030693,217267,YES,N,Y,N,C2-2/R6,20
POINT (-73.98663016158982 40.70359393625649),CityBridge LLC,BK,44,JAY STREET,2,15200,Y,1,987957,195615,YES,N,Y,N,M1-2,33
POINT (-73.97860917595025 40.74794250855167),CityBridge LLC,MN,282,LEXINGTON AVENUE,6,10027,Y,2,990177,211773,YES,N,N,N,R10,4
POINT (-73.92356868032937 40.690364255773254),CityBridge LLC,BK,1317,BROADWAY,4,9470,Y,1,1005446,190804,YES,N,Y,N,C4-3,34
POINT (-73.83313084697076 40.8463732510731),CityBridge LLC,BX,2937,WESTCHESTER AVENUE,10,9471,Y,1,1030418,247678,YES,N,Y,N,C2-2/R7-1,13
POINT (-73.91858561727865 40.698949221750205),CityBridge LLC,BK,457,KNICKERBOCKER AVENUE,4,9472,Y,1,1006825,193933,YES,N,Y,N,C4-3,37
POINT (-73.76687208781166 40.713226085566085),CityBridge LLC,QU,193-33,JAMAICA AVENUE,12,9473,Y,1,1048879,199210,YES,N,Y,Y,C1-2/R5,23
POINT (-73.9445753838364 40.70512941637076),CityBridge LLC,BK,80,MANHATTAN AVENUE,1,9474,Y,1,999617,196179,YES,N,Y,N,C2-3/R6,34
POINT (-73.99869131753017 40.67658617096058),CityBridge LLC,BK,506,COURT STREET,6,9475,Y,1,984613,185775,YES,N,Y,N,C2-3/R6,39
POINT (-73.99124160189658 40.714710669989984),CityBridge LLC,MN,39,CANAL STREET,3,10364,Y,2,986678,199665,YES,N,Y,N,C6-2,1
POINT (-73.99226738529936 40.70328978407688),CityBridge LLC,BK,38,WATER STREET,2,15199,Y,1,986394,195504,YES,N,N,N,M1-2,33
POINT (-73.88961611863124 40.676750065227424),CityBridge LLC,BK,2837,ATLANTIC AVENUE,5,9466,Y,1,1014868,185854,YES,N,Y,N,C8-2,37
POINT (-73.93744161639482 40.82390447399491),CityBridge LLC,MN,2570,ADAM CLAYTON POWELL JR BOULEVARD,10,1345,Y,1,1001564,239454,YES,N,Y,Y,C1-4/R7-2,9
POINT (-73.97649176400547 40.7652833956733),CityBridge LLC,MN,1432,6 AVENUE,5,15816,Y,1,990762,218091,YES,N,Y,N,NZS,4
POINT (-73.75920064319254 40.76186670494834),CityBridge LLC,QU,222-10,NORTHERN BOULEVARD,11,1668,Y,1,1050957,216937,YES,N,Y,N,C2-2/R6B,19
POINT (-73.87233918471188 40.74874932396206),CityBridge LLC,QU,40-01,94 STREET,4,15201,Y,1,1019622,212092,YES,N,Y,N,C2-2/R5,21
POINT (-73.9512504365896 40.81007500584241),CityBridge LLC,MN,2327,FREDERICK DOUGLASS BOULEVARD,10,1346,Y,1,997745,234413,YES,N,Y,,C4-5,9
POINT (-73.88092740573252 40.73743092717949),CityBridge LLC,QU,82-10,QUEENS BOULEVARD,4,1347,Y,1,1017248,207965,YES,N,Y,Y,C1-2/R6B,25
POINT (-73.81691288586869 40.717741110376195),CityBridge LLC,QU,144-17,UNION TURNPIKE,8,1669,Y,1,1035003,200822,YES,N,Y,,C1-2/R4,24
POINT (-74.00347595410759 40.756403752099466),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,650,WEST 34 STREET,4,6185,Y,1,983287,214855,YES,N,Y,Y,M2-3,3
POINT (-73.94918288426476 40.825905654703384),CityBridge LLC,MN,561,WEST 145 STREET,9,1348,Y,1,998314,240181,YES,N,Y,Y,C1-4/R8,7
POINT (-73.94193093084415 40.81774767423666),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2376,ADAM CLAYTON POWELL JR BOULEVARD,10,6186,Y,1,1000323,237210,YES,N,Y,Y,C1-4/R7-2,9
POINT (-73.83763615845277 40.65017659241573),CityBridge LLC,QU,164-33,CROSS BAY BOULEVARD,10,15608,Y,1,1029304,176195,YES,N,Y,N,C2-2/R3-2,32
POINT (-73.96832778288204 40.761477227478125),CityBridge LLC,MN,139,EAST 58 STREET,6,3466,Y,1,993024,216705,YES,N,Y,N,C5-2,4
POINT (-73.94516503330267 40.808230562613666),CityBridge LLC,MN,315,LENOX AVENUE,10,1344,Y,1,999430,233742,YES,N,Y,N,C4-7,9
POINT (-73.99264858905006 40.713256044928535),CityBridge LLC,MN,20,PIKE STREET,3,4103,Y,1,986288,199135,YES,N,Y,N,C6-1G,1
POINT (-73.98052465008904 40.75112401120669),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,270,MADISON AVENUE,5,11013,Y,2,989646,212932,YES,N,Y,Y,C5-3/MID,4
POINT (-73.98538875897181 40.739772446999744),CityBridge LLC,MN,120,EAST 23 STREET,5,10363,Y,2,988299,208796,YES,N,Y,Y,C6-4A,2
POINT (-73.99781280719297 40.75129581118221),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,365,9 AVENUE,4,11014,Y,1,984856,212994,YES,N,N,Y,M1-5,3
POINT (-73.97945966031956 40.75199940055518),CityBridge LLC,MN,36,EAST 41 STREET,5,10030,Y,2,989941,213251,YES,N,Y,N,C5-3/MID,4
POINT (-73.98946606419783 40.719593449583655),CityBridge LLC,MN,122B,ORCHARD STREET,3,4102,Y,1,987170,201444,YES,N,Y,N,C6-1,1
POINT (-73.92356876810572 40.652538483511265),CityBridge LLC,BK,5701,CHURCH AVENUE,17,14683,Y,1,1005458,177023,YES,N,N,N,C8-1,41
POINT (-73.97158322647599 40.76283397950295),CityBridge LLC,MN,36,EAST 58 STREET,5,10031,Y,2,992122,217199,YES,N,Y,,C5-3/MID,4
POINT (-73.97945729698367 40.74795913142934),CityBridge LLC,MN,120,EAST 36 STREET,6,3462,Y,1,989942,211779,YES,N,N,N,R8B,4
POINT (-73.97358867570024 40.74873744380457),CityBridge LLC,MN,245,EAST 40 STREET,6,10032,Y,2,991568,212063,YES,N,Y,Y,C1-9,4
POINT (-73.95044187767918 40.65884149669375),CityBridge LLC,BK,1174,NOSTRAND AVENUE,9,9467,Y,1,998000,179314,YES,N,Y,N,C2-3/R6,40
POINT (-73.95408020730439 40.78732237363362),CityBridge LLC,MN,1381,MADISON AVENUE,11,3464,Y,1,996966,226123,YES,N,Y,Y,C1-5/R10/MP,4
POINT (-73.99488482145064 40.716025629947346),CityBridge LLC,MN,43,CHRYSTIE STREET,3,4111,Y,1,985668,200144,YES,N,Y,N,C6-1G,1
POINT (-73.94895364824492 40.724369474593814),CityBridge LLC,BK,116,NASSAU AVENUE,1,9462,Y,1,998399,203188,YES,N,N,N,C1-3/R6,33
POINT (-73.99345688129074 40.74708520267098),CityBridge LLC,MN,315,7 AVENUE,5,14595,Y,2,986063,211460,YES,N,Y,N,M1-6,3
POINT (-73.96662794482522 40.76074115637044),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,200,EAST 58 STREET,6,6180,Y,1,993495,216437,YES,N,Y,Y,C5-2,4
POINT (-74.00573140165386 40.750667142226625),CityBridge LLC,MN,241,11 AVENUE,4,3465,Y,1,982662,212765,YES,N,Y,N,M1-5,3
POINT (-73.83851823470498 40.719016820150735),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,110-76,QUEENS BOULEVARD,6,6181,Y,1,1029013,201275,YES,N,Y,Y,C1-2/R6,29
POINT (-73.81848428555968 40.708996024821495),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,138-01,84 DRIVE,8,6182,Y,1,1034574,197635,YES,N,Y,N,C1-4/R6A,24
POINT (-73.98847309336023 40.703967423610116),CityBridge LLC,BK,17,ADAMS STREET,2,15176,Y,1,987446,195751,YES,N,Y,N,M3-1,33
POINT (-73.95369150013154 40.74391687217844),CityBridge LLC,QU,48-19,VERNON BOULEVARD,2,9464,Y,1,997082,210309,YES,N,Y,Y,C1-5/R6A/LIC,26
POINT (-73.92229166424123 40.743405911601876),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,42-02,QUEENS BOULEVARD,2,6184,Y,1,1005783,210129,YES,N,Y,N,C2-2/R7-1,26
POINT (-73.99887186301834 40.65966736672197),CityBridge LLC,BK,784,4 AVENUE,7,9465,Y,1,984563,179611,YES,N,Y,N,M1-2D,38
POINT (-73.97362476877645 40.748731962578475),CityBridge LLC,MN,242,EAST 40 STREET,6,3463,Y,1,991558,212061,YES,N,Y,Y,C1-9,4
POINT (-73.95252615454618 40.78906739378901),CityBridge LLC,MN,48,EAST 99 STREET,11,4126,Y,1,997396,226759,YES,N,Y,N,C1-5/R7-2,8
POINT (-73.93499648827995 40.8007019843135),CityBridge LLC,MN,2381,2 AVENUE,11,13464,Y,1,1002247,231001,YES,N,N,N,R8A/C1-5,8
POINT (-73.84588331327113 40.87719204699865),CityBridge LLC,BX,3512,BOSTON ROAD,12,9478,Y,1,1026870,258900,YES,N,Y,N,R5,12
POINT (-73.86860427591108 40.83266535977674),CityBridge LLC,BX,1758,EAST 172 STREET,9,8880,Y,1,1020611,242667,YES,N,N,N,C1-2/R5,18
POINT (-73.85579517341027 40.840412106619155),CityBridge LLC,BX,1654,METROPOLITAN AVENUE,9,1371,Y,1,1024151,245495,NO,N,N,N,R6/C8-4,18
POINT (-74.06063693939363 40.606657756973135),CityBridge LLC,SI,1521,BAY STREET,1,8881,Y,1,967413,160304,YES,N,N,N,PARK,50
POINT (-73.99560236085676 40.72083173382465),CityBridge LLC,MN,52,KENMARE STREET,2,10384,Y,2,985469,201895,YES,N,Y,N,C6-1/LI,1
POINT (-73.9626928202965 40.768090368744176),CityBridge LLC,MN,170,EAST 69 STREET,8,4123,Y,1,994584,219115,YES,N,Y,N,R8B,4
POINT (-73.96037315302848 40.771380537569094),CityBridge LLC,MN,175,EAST 74 STREET,8,4124,Y,1,995226,220314,YES,N,Y,N,C1-9,4
POINT (-73.9033335370782 40.88094882232692),CityBridge LLC,BX,5660,BROADWAY,8,9479,Y,1,1010981,260246,YES,N,Y,N,M1-1,11
POINT (-73.87198412320434 40.75697494406687),CityBridge LLC,QU,96-17,NORTHERN BOULEVARD,3,111,Y,1,1019716,215089,YES,N,Y,N,C1-4/R6,21
POINT (-74.00707782160627 40.71848757585573),CityBridge LLC,MN,190,WEST BROADWAY,1,15431,Y,1,982288,201041,YES,N,Y,N,C6-2A/TMU,1
POINT (-73.8697995920921 40.75182334665767),CityBridge LLC,QU,97-02,37 AVENUE,3,452,Y,1,1020324,213213,YES,N,Y,N,C1-4/R6A,21
POINT (-73.86962120729068 40.68437334630948),CityBridge LLC,BK,3418,FULTON STREET,5,1031,Y,1,1020410,188639,YES,N,Y,N,C1-2/R5,37
POINT (-73.99519743623856 40.682921014920296),CityBridge LLC,BK,312,SACKETT STREET,6,8883,Y,1,985582,188083,YES,N,N,N,C1-3/R6,39
POINT (-73.95274389935824 40.782474633516344),CityBridge LLC,MN,155,EAST 91 STREET,8,4127,Y,1,997337,224357,YES,N,Y,N,R8B,5
POINT (-74.1627117995602 40.60370947476171),CityBridge LLC,SI,1821,RICHMOND AVENUE,2,8886,Y,1,939068,159266,YES,N,N,N,R3-1,50
POINT (-73.95829271083547 40.76705134788442),CityBridge LLC,MN,340,EAST 70 STREET,8,13944,Y,1,995803,218737,YES,N,Y,Y,C2-8,5
POINT (-73.96100842261706 40.771630525573606),CityBridge LLC,MN,144,EAST 74 STREET,8,13970,Y,2,995050,220405,YES,N,Y,N,C1-8X,4
POINT (-73.86395401105088 40.87660269732328),CityBridge LLC,BX,751,EAST GUN HILL ROAD,12,9480,Y,1,1021873,258677,YES,N,Y,N,R6,12
POINT (-73.96534971832155 40.7684068435838),CityBridge LLC,MN,101,EAST 68 STREET,8,5543,Y,1,993848,219230,YES,N,N,N,R8B/LH-1A,4
POINT (-73.99938315043215 40.715808905843446),CityBridge LLC,MN,69,MULBERRY STREET,3,14525,Y,1,984421,200065,YES,N,Y,Y,Park,1
POINT (-73.96635564777718 40.79957359604395),CityBridge LLC,MN,914,AMSTERDAM AVENUE,7,8865,Y,1,993565,230585,YES,N,N,N,R8,7
POINT (-73.95776887120189 40.76764676587032),CityBridge LLC,MN,344,EAST 71 STREET,8,4125,Y,1,995948,218954,YES,N,Y,N,C2-8,5
POINT (-73.96052698561937 40.76157911901139),CityBridge LLC,MN,1130,1 AVENUE,8,14099,Y,2,995185,216743,YES,N,Y,Y,C1-9,5
POINT (-73.98138274242977 40.689778792080524),CityBridge LLC,BK,395,FLATBUSH AVENUE EXTENSION,2,13677,Y,1,989413,190582,YES,N,Y,N,C6-4/DB,35
POINT (-73.98693331664433 40.739391112105544),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,281,PARK AVENUE SOUTH,5,6202,Y,1,987871,208657,YES,N,Y,N,C6-4A,2
POINT (-73.97723601808288 40.78466139303042),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,442,AMSTERDAM AVENUE,7,6203,Y,1,990554,225151,YES,N,Y,Y,C2-7A,6
POINT (-73.97637978640888 40.785833221873574),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,480,AMSTERDAM AVENUE,7,6204,Y,1,990791,225578,YES,N,Y,Y,C2-7A,6
POINT (-73.90116462503383 40.885242424593685),CityBridge LLC,BX,250,WEST 238 STREET,8,13380,Y,1,1011579,261811,YES,N,Y,N,C2-3/R4,11
POINT (-73.98675345104888 40.75470679019548),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,1441,BROADWAY,5,6205,Y,1,987920,214237,YES,N,Y,Y,C5-3/MID,3
POINT (-73.99613828498049 40.7485345510142),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,363,8 AVENUE,4,6206,Y,1,985320,211988,YES,N,Y,Y,R8,3
POINT (-73.96333156689036 40.77509789302467),CityBridge LLC,MN,38,EAST 77 STREET,8,8878,Y,1,994406,221668,YES,N,N,N,C5-1/MP,4
POINT (-73.95458130526167 40.77799047409023),CityBridge LLC,MN,1505,3 AVENUE,8,4119,Y,1,996829,222723,YES,N,Y,Y,C1-9,5
POINT (-73.88257988417148 40.74164307687915),CityBridge LLC,QU,82-26,45 AVENUE,4,1368,Y,1,1016788,209499,YES,N,Y,N,R7A/C2-3,25
POINT (-73.9599313880528 40.77355147326672),CityBridge LLC,MN,1098,LEXINGTON AVENUE,8,13961,Y,2,995348,221105,YES,N,Y,N,R8B/PI,4
POINT (-73.97995888016239 40.676224867516325),CityBridge LLC,BK,739,UNION STREET,6,12196,Y,2,989809,185644,YES,N,N,N,C1-4/R6A,39
POINT (-73.96755146956684 40.76931873847784),CityBridge LLC,MN,28,EAST 68 STREET,8,4121,Y,1,993238,219562,YES,N,Y,N,C5-1/MP,4
POINT (-73.96662704375967 40.76974390913042),CityBridge LLC,MN,22,EAST 69 STREET,8,4122,Y,1,993494,219717,YES,N,Y,N,C5-1/MP,4
POINT (-73.96615738626977 40.770388785993696),CityBridge LLC,MN,29,EAST 70 STREET,8,13967,Y,2,993624,219952,YES,N,Y,N,C5-1 R8B,4
POINT (-73.99043184528121 40.57601119704182),CityBridge LLC,BK,2327,MERMAID AVENUE,13,1170,Y,1,986908,149133,YES,N,Y,N,C1-2/R6,47
POINT (-73.87901981988351 40.87384184343048),CityBridge LLC,BX,266,EAST 205 STREET,7,986,Y,1,1017708,257665,YES,N,Y,N,C1-3/R7-1,11
POINT (-73.98388371678818 40.576715879562585),CityBridge LLC,BK,1602,MERMAID AVENUE,13,985,Y,1,988727,149390,YES,N,Y,N,C1-2/R6,47
POINT (-73.8607619126934 40.75013847854696),CityBridge LLC,QU,104-31,ROOSEVELT AVENUE,3,276,Y,1,1022829,212603,YES,N,Y,N,C1-4/R6B,21
POINT (-73.86599937675099 40.877252838195304),CityBridge LLC,BX,705,EAST GUN HILL ROAD,12,369,Y,1,1021307,258913,YES,N,Y,N,C1-2/R6,12
POINT (-73.98869983958464 40.74931631465267),CityBridge LLC,MN,100,WEST 33 STREET,5,10383,Y,2,987381,212273,YES,N,Y,N,C6-4.5/MID,3
POINT (-73.87580759111283 40.75064973854026),CityBridge LLC,QU,91-01,37 AVENUE,3,238,Y,1,1018660,212783,YES,N,Y,N,C1-4/R6B,25
POINT (-73.95483067646019 40.77764473527652),CityBridge LLC,MN,1491,3 AVENUE,8,4120,Y,1,996760,222597,YES,N,Y,N,C1-9,5
POINT (-73.99818845729017 40.740621487832684),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,120,7 AVENUE,4,11040,Y,2,984752,209105,YES,N,Y,Y,C6-3A,3
POINT (-73.98856448849106 40.7178312278913),CityBridge LLC,MN,78,ESSEX STREET,3,4128,Y,1,987420,200802,YES,N,N,N,C6-1,1
POINT (-73.98729378719311 40.741425013261676),CityBridge LLC,MN,2,EAST 24 STREET,5,14071,Y,1,987771,209398,YES,N,Y,N,C5-3,2
POINT (-74.00054835155437 40.72077143181078),CityBridge LLC,MN,121,GRAND STREET,2,4132,Y,1,984098,201873,YES,N,Y,N,M 1-5B,1
POINT (-73.98924327689612 40.71415056933589),CityBridge LLC,MN,180,EAST BROADWAY,3,4133,Y,1,987232,199461,YES,N,Y,N,PARK,1
POINT (-74.01302225793954 40.71518511029305),CityBridge LLC,MN,129,MURRAY STREET,1,5550,Y,1,980640,199838,YES,N,N,N,C 6-4,1
POINT (-73.92958776824292 40.744253241805566),CityBridge LLC,QU,35-20,QUEENS BOULEVARD,2,2095,Y,1,1003761,210436,YES,N,Y,N,M1-4,26
POINT (-73.95150688243415 40.8249981544085),CityBridge LLC,MN,3497,BROADWAY,9,5551,Y,1,997671,239850,YES,N,N,N,C1-4/R8,7
POINT (-73.95280446649596 40.814195480196595),CityBridge LLC,MN,429,WEST 129 STREET,9,5552,Y,1,997314,235914,YES,N,N,N,R7-2,9
POINT (-73.95479932319925 40.733407655143495),CityBridge LLC,BK,1007,MANHATTAN AVENUE,1,8914,Y,1,996777,206480,YES,N,N,N,C2-3/R6,33
POINT (-74.00559849890965 40.71530648015124),CityBridge LLC,MN,90,DUANE STREET,1,14452,Y,1,982698,199882,YES,N,Y,N,C6-4A,1
POINT (-73.95492440374964 40.81520364102098),CityBridge LLC,MN,1403,AMSTERDAM AVENUE,9,13484,Y,1,996727,236281,YES,N,Y,N,C1-4/R7-2,7
POINT (-73.97421894433703 40.74282814103706),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,575,1 AVENUE,6,11038,Y,2,991394,209910,YES,N,Y,Y,R8/C2-5,2
POINT (-73.94213238549156 40.83536061598794),CityBridge LLC,MN,555,WEST 160 STREET,12,13477,Y,1,1000263,243627,YES,N,Y,N,C1-4/R8,7
POINT (-73.9501323763532 40.822151296788526),CityBridge LLC,MN,500,WEST 140 STREET,9,5553,Y,1,998052,238813,YES,N,N,N,C1-4/R7-2,7
POINT (-73.90899572962212 40.881595683407305),CityBridge LLC,BX,3100,IRWIN AVENUE,8,8918,Y,1,1009415,260480,YES,N,N,N,R6,11
POINT (-73.86618735922858 40.683227577939086),CityBridge LLC,QU,74-01,ATLANTIC AVENUE,9,8920,Y,1,1021363,188223,YES,N,N,N,R5,30
POINT (-73.84963201294276 40.90488814789141),CityBridge LLC,BX,4759,WHITE PLAINS ROAD,12,1384,Y,1,1025816,268989,YES,N,Y,N,R6AR4A/C2-2,11
POINT (-73.89170241718587 40.870582765312996),CityBridge LLC,BX,116,EAST 198 STREET,7,1386,Y,1,1014202,256473,YES,N,N,N,R8 / C 1-3,14
POINT (-73.95731940652628 40.57893786220816),CityBridge LLC,BK,3061,BRIGHTON 12 STREET,13,1674,Y,1,996106,150202,YES,N,Y,N,C1-3/R6,48
POINT (-73.94887479762907 40.822449920280796),CityBridge LLC,MN,477,WEST 141 STREET,9,5555,Y,1,998400,238922,YES,N,N,N,C1-4/R7-2,7
POINT (-73.9459270578357 40.82623079517224),CityBridge LLC,MN,471,WEST 147 STREET,9,5556,Y,1,999215,240300,YES,N,N,N,C1-4/R7-2,7
POINT (-73.89693846594609 40.64863108878071),CityBridge LLC,BK,10406,GLENWOOD ROAD,18,12575,Y,1,1012849,175607,YES,N,N,N,R5,42
POINT (-73.94761069685528 40.831018354652095),CityBridge LLC,MN,601,WEST 152 STREET,9,10562,Y,2,998748,242044,YES,N,N,N,R8,7
POINT (-74.00080463041895 40.73244762512354),CityBridge LLC,MN,100,WASHINGTON PLACE,2,14246,Y,1,984027,206127,YES,N,Y,N,R7-2/C1-5,3
POINT (-73.95557127510888 40.82031730439527),CityBridge LLC,MN,601,WEST 135 STREET,9,10561,Y,2,996547,238144,YES,N,N,N,C1-4/R8,7
POINT (-73.97481068567711 40.752629769514954),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,105,EAST 44 STREET,6,6209,Y,1,991229,213481,YES,N,Y,N,C5-3,4
POINT (-73.9765814872023 40.756513958681374),CityBridge LLC,MN,410,MADISON AVENUE,5,10385,Y,2,990738,214896,YES,Y,Y,Y,C5-3,4
POINT (-73.99157274983622 40.74892680645281),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,199,WEST 31 STREET,5,11036,Y,2,986585,212131,YES,N,Y,Y,C6-6 C6-4.5,3
POINT (-73.98884005540721 40.730995111893144),CityBridge LLC,MN,55,3 AVENUE,3,15138,Y,1,987343,205598,YES,N,Y,Y,C6-1 R7-2,2
POINT (-73.99563395442273 40.6791140323492),CityBridge LLC,BK,360,SMITH STREET,6,8900,Y,1,985461,186696,YES,N,N,N,R6,39
POINT (-73.9862215239032 40.726301295704076),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,98,1 AVENUE,3,6210,Y,1,988069,203888,YES,N,N,Y,R7-2/C2-5,2
POINT (-74.0059156455336 40.71199353722334),CityBridge LLC,MN,48,PARK ROW,1,14463,Y,2,982610,198675,YES,N,Y,N,C6-4,1
POINT (-73.97986186398423 40.73485027162619),CityBridge LLC,MN,346,1 AVENUE,6,4129,Y,1,989831,207003,YES,N,Y,N,R7-2 C1-7,4
POINT (-73.97820571961483 40.745628609489536),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,506,3 AVENUE,6,11039,Y,2,990289,210930,YES,N,Y,Y,C1-9,2
POINT (-73.80335579750266 40.69709180139278),"A. M. F. TELE-COMMUNICATIONS, INC.",QU,148-36,LIBERTY AVENUE,12,6368,Y,1,1038778,193307,YES,N,N,N,M1-4,28
POINT (-73.88630362664102 40.87512827713173),CityBridge LLC,BX,3131,GRAND CONCOURSE,7,1146,Y,1,1015693,258131,YES,N,Y,N,C1-3/R8/C,11
POINT (-73.97970251154794 40.67754505902148),CityBridge LLC,BK,170,5 AVENUE,6,8905,Y,1,989880,186125,YES,N,Y,N,R6A/C1-4,39
POINT (-74.0087186149748 40.713920181780146),CityBridge LLC,MN,123,CHURCH STREET,1,8906,Y,1,981833,199377,YES,N,N,N,C6-3A,1
POINT (-73.99188325015899 40.718339290273335),CityBridge LLC,MN,117,ELDRIDGE STREET,3,14274,Y,1,986500,200987,YES,N,Y,N,C 6-1,1
POINT (-73.97227545599006 40.78225042982228),CityBridge LLC,MN,8,WEST 81 STREET,7,8909,Y,1,991928,224273,YES,N,Y,N,Park,6
POINT (-73.9725463620443 40.755763752207876),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,125,EAST 49 STREET,6,11037,Y,2,991856,214623,YES,N,Y,Y,C 6-6,4
POINT (-73.96278446407378 40.810825870536135),CityBridge LLC,MN,614,WEST 120 STREET,9,12381,Y,2,994552,234685,YES,N,Y,N,R8,7
POINT (-73.98321864076566 40.75944650395299),CityBridge LLC,MN,173,WEST 48 STREET,5,15124,Y,2,988899,215964,YES,N,Y,,C6-7T,4
POINT (-73.95663774504874 40.80269659384135),CityBridge LLC,MN,2097,FREDERICK DOUGLASS BOULEVARD,10,15772,Y,1,996255,231724,YES,N,Y,N,R8A/C1-4,9
POINT (-73.97927511858747 40.66069754240481),CityBridge LLC,BK,1,PROSPECT PARK SOUTHWEST,7,8910,Y,1,990000,179987,YES,N,N,N,R8B,39
POINT (-73.98236687385698 40.772645837643054),CityBridge LLC,MN,130,COLUMBUS AVENUE,7,4130,Y,1,989134,220773,YES,N,Y,N,PARK,6
